Unnamed: 0,Film,Budget,Revenue,Novel,Earnings,First Letter
1441,The Legend of Zorro,75000000,142400065,0.0,67400065,T
1442,The Letters,1,1,0.0,0,T
1443,The Life Aquatic with Steve Zissou,50000000,34808403,0.0,-15191597,T
1444,The Life of David Gale,50000000,38955598,0.0,-11044402,T
1445,The Light Between Oceans,20000000,25956113,1.0,5956113,T
1446,The Lincoln Lawyer,40000000,85412898,1.0,45412898,T
1447,The Lizzie McGuire Movie,17000000,55534455,0.0,38534455,T
1448,The Loft,14000000,10076790,0.0,-3923210,T
1449,The Lone Ranger,255000000,89289910,0.0,-165710090,T
1450,The Longest Ride,34000000,63013281,0.0,29013281,T
1451,The Longest Yard,82000000,190320568,0.0,108320568,T
1452,The Lookout,16000000,5367030,0.0,-10632970,T
1453,The Lord of the Rings: The Return of the King,94000000,1118888979,1.0,1024888979,T
1454,The Lord of the Rings: The Two Towers,79000000,926287400,1.0,847287400,T
1455,The Losers,25000000,23580000,0.0,-1420000,T
1456,The Lost City of Z,30000000,8574339,0.0,-21425661,T
1457,The Love Guru,62000000,41819064,0.0,-20180936,T
1458,The Lovely Bones,65000000,93525586,1.0,28525586,T
1459,The Lucky One,25000000,99357138,1.0,74357138,T
1460,The Man with the Iron Fists,15000000,15608545,0.0,608545,T
1461,The Manchurian Candidate,80000000,96105964,1.0,16105964,T
1462,The Marine,20000000,22165608,0.0,2165608,T
1463,The Martian,108000000,630161890,1.0,522161890,T
1464,The Master,32000000,28258060,0.0,-3741940,T
1465,The Matador,10000000,17297244,0.0,7297244,T
1466,The Matrix Reloaded,150000000,738599701,0.0,588599701,T
1467,The Matrix Revolutions,150000000,424988211,0.0,274988211,T
1468,The Maze Runner,34000000,348319861,1.0,314319861,T
1469,The Mechanic,40000000,51070807,0.0,11070807,T
1470,The Men Who Stare at Goats,24000000,68729358,0.0,44729358,T
1471,The Messengers,16000000,1109660,0.0,-14890340,T
1472,The Mist,18000000,57096190,1.0,39096190,T
1473,The Monuments Men,70000000,154984035,0.0,84984035,T
1474,The Mortal Instruments: City of Bones,60000000,90565421,1.0,30565421,T
1475,The Mothman Prophecies,32000000,55157539,1.0,23157539,T
1476,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,0.0,256128639,T
1477,The Muppets,45000000,165184237,0.0,120184237,T
1478,The Nanny Diaries,20000000,47738099,1.0,27738099,T
1479,The Neon Demon,7000000,1333124,0.0,-5666876,T
1480,The New World,30000000,30536013,0.0,536013,T
1481,The Next Three Days,30000000,51148651,0.0,21148651,T
1482,The Nice Guys,50000000,62788218,0.0,12788218,T
1483,The Night Before,25000000,52395996,0.0,27395996,T
1484,The Notebook,29000000,115603229,1.0,86603229,T
1485,The November Man,15000000,32556119,1.0,17556119,T
1486,The Number 23,30000000,77566815,0.0,47566815,T
1487,The Order,35000000,11560806,0.0,-23439194,T
1488,The Other Guys,100000000,170432927,0.0,70432927,T
1489,The Pacifier,56000000,113006880,0.0,57006880,T
1490,The Passion of the Christ,30000000,611899420,0.0,581899420,T
1491,The Peanuts Movie,99000000,246233113,0.0,147233113,T
1492,The Perfect Guy,12000000,60273173,0.0,48273173,T
1493,The Perks of Being a Wallflower,13000000,33400000,1.0,20400000,T
1494,The Phantom of the Opera,70000000,154648887,1.0,84648887,T
1495,The Pianist,35000000,120072577,0.0,85072577,T
1496,The Place Beyond the Pines,15000000,35485608,0.0,20485608,T
1497,The Polar Express,165000000,305875730,0.0,140875730,T
1498,The Possession,14000000,85446075,0.0,71446075,T
1499,The Powerpuff Girls Movie,10000000,11411644,0.0,1411644,T
1500,The Prestige,40000000,109676311,1.0,69676311,T
1501,The Princess Diaries 2: Royal Engagement,40000000,95149435,1.0,55149435,T
1502,The Princess and the Frog,105000000,267045765,1.0,162045765,T
1503,The Producers,45000000,38058335,0.0,-6941665,T
1504,The Proposal,40000000,317375031,0.0,277375031,T
1505,The Punisher,33000000,54700105,0.0,21700105,T
1506,The Purge,3000000,89328627,0.0,86328627,T
1507,The Purge: Anarchy,9000000,108782847,0.0,99782847,T
1508,The Purge: Election Year,10000000,118587880,0.0,108587880,T
1509,The Pursuit of Happyness,55000000,307077295,0.0,252077295,T
1510,The Pyramid,6500000,13865435,0.0,7365435,T
1511,The Queen,15000000,123384128,0.0,108384128,T
1512,The Quiet Ones,200000,17834867,0.0,17634867,T
1513,The Railway Man,18000000,22309223,0.0,4309223,T
1514,The Raven,26000000,29657751,0.0,3657751,T
1515,The Reader,32000000,113019290,1.0,81019290,T
1516,The Reaping,40000000,62771059,0.0,22771059,T
1517,The Return,15000000,11992014,0.0,-3007986,T
1518,The Revenant,135000000,532950503,1.0,397950503,T
1519,The Ring,48000000,249348933,1.0,201348933,T
1520,The Ring Two,50000000,161451538,1.0,111451538,T
1521,The Rite,37000000,96047633,0.0,59047633,T
1522,The Rocker,15000000,8762890,0.0,-6237110,T
1523,The Rookie,20000000,75597042,0.0,55597042,T
1524,The Roommate,16000000,40492759,0.0,24492759,T
1525,The Rover,12250000,2295423,0.0,-9954577,T
1526,The Rum Diary,45000000,24000000,1.0,-21000000,T
1527,The Rundown,85000000,80916492,0.0,-4083508,T
1528,The Santa Clause 2,65000000,172855065,0.0,107855065,T
1529,The Santa Clause 3: The Escape Clause,12000000,84500122,0.0,72500122,T
1530,The Scorpion King,60000000,165333180,0.0,105333180,T
1531,The Second Best Exotic Marigold Hotel,10000000,85978266,0.0,75978266,T
1532,The Secret Life of Bees,11000000,38105395,1.0,27105395,T
1533,The Secret Life of Pets,75000000,875457937,0.0,800457937,T
1534,The Secret Life of Walter Mitty,90000000,188133322,0.0,98133322,T
1535,The Sentinel,60000000,77920346,1.0,17920346,T
1536,The Shack,20000000,57330873,1.0,37330873,T
1537,The Shaggy Dog,50000000,61112916,0.0,11112916,T
1538,The Shallows,17000000,119100758,0.0,102100758,T
1539,The Simpsons Movie,75000000,527068851,0.0,452068851,T
1540,The Sisterhood of the Traveling Pants,25000000,39053061,1.0,14053061,T
1541,The Sisterhood of the Traveling Pants 2,27000000,44352417,1.0,17352417,T
1542,The Sitter,25000000,34942188,0.0,9942188,T
1543,The Skeleton Key,43000000,91974818,0.0,48974818,T
1544,The Smurfs,110000000,563749323,0.0,453749323,T
1545,The Smurfs 2,105000000,347434178,0.0,242434178,T
1546,The Social Network,40000000,224920315,1.0,184920315,T
1547,The Soloist,60000000,31720158,0.0,-28279842,T
1548,The Sorcerer's Apprentice,150000000,215283742,0.0,65283742,T
1549,The Space Between Us,30000000,14793385,0.0,-15206615,T
1550,The Spectacular Now,2500000,6854611,1.0,4354611,T
1551,The Spiderwick Chronicles,90000000,162839667,1.0,72839667,T
1552,The Spirit,60000000,39031337,0.0,-20968663,T
1553,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,0.0,237594032,T
1554,The SpongeBob SquarePants Movie,30000000,140161792,0.0,110161792,T
1555,The Spy Next Door,28000000,45236543,0.0,17236543,T
1556,The Stepford Wives,90000000,102000000,1.0,12000000,T
1557,The Strangers,9000000,82391145,0.0,73391145,T
1558,The Sum of All Fears,68000000,193000000,1.0,125000000,T
1559,The Sweetest Thing,43000000,68696770,0.0,25696770,T
1560,The Switch,19000000,49830607,0.0,30830607,T
1561,The Taking of Pelham 1 2 3,100000000,150166126,0.0,50166126,T
1562,The Tale of Despereaux,60000000,50877145,1.0,-9122855,T
1563,The Terminal,60000000,219417255,0.0,159417255,T
1564,The Texas Chainsaw Massacre,9500000,107071655,0.0,97571655,T
1565,The Theory of Everything,15000000,123726688,0.0,108726688,T
1566,The Three Stooges,30000000,54819301,0.0,24819301,T
1567,The Time Machine,80000000,123729176,1.0,43729176,T
1568,The Time Traveler's Wife,39000000,101229792,1.0,62229792,T
1569,The Tourist,100000000,278731369,0.0,178731369,T
1570,The Town,37000000,154026136,1.0,117026136,T
1571,The Transporter,21000000,43928932,0.0,22928932,T
1572,The Transporter Refueled,25000000,72629670,0.0,47629670,T
1573,The Twilight Saga: Eclipse,68000000,698491347,1.0,630491347,T
1574,The Twilight Saga: New Moon,50000000,709827462,1.0,659827462,T
1575,The Ugly Truth,38000000,205298907,0.0,167298907,T
1576,The Village,60000000,256697520,0.0,196697520,T
1577,The Virginity Hit,2000000,563706,0.0,-1436294,T
1578,The Visit,5000000,98450062,0.0,93450062,T
1579,The Vow,30000000,196114570,0.0,166114570,T
1580,The Walk,35000000,61181942,0.0,26181942,T
1581,The Warrior's Way,42000000,11087569,0.0,-30912431,T
1582,The Watch,68000000,68267862,0.0,267862,T
1583,The Way Back,30000000,20348249,0.0,-9651751,T
1584,The Weather Man,20000000,12482775,0.0,-7517225,T
1585,The Wedding Date,15000000,47175038,0.0,32175038,T
1586,The Whole Ten Yards,40000000,26155781,0.0,-13844219,T
1587,The Wicker Man,40000000,38755073,0.0,-1244927,T
1588,The Wild,80000000,37384046,0.0,-42615954,T
1589,The Witch,3500000,40423945,0.0,36923945,T
1590,The Wolf of Wall Street,100000000,392000694,0.0,292000694,T
1591,The Wolverine,120000000,415440673,0.0,295440673,T
1592,The Woman in Black,17000000,127730736,1.0,110730736,T
1593,The Woman in Black 2: Angel of Death,1000000,26501323,0.0,25501323,T
1594,The Words,6000000,13231461,0.0,7231461,T
1595,The World's End,20000000,46089287,0.0,26089287,T
1596,The Wrestler,6000000,44703995,0.0,38703995,T
1597,The Young Messiah,18500000,6490401,1.0,-12009599,T
1598,The Zookeeper's Wife,20000000,13162475,0.0,-6837525,T
1599,There Will Be Blood,25000000,77208711,1.0,52208711,T
1600,Things We Lost in the Fire,16000000,2849142,0.0,-13150858,T
1601,Think Like a Man,12000000,96070507,0.0,84070507,T
1602,Think Like a Man Too,24000000,70181428,0.0,46181428,T
1603,This Is 40,35000000,88058786,0.0,53058786,T
1604,This Means War,65000000,156974557,0.0,91974557,T
1605,Thor,150000000,449326618,0.0,299326618,T
1606,Thor: The Dark World,170000000,644571402,0.0,474571402,T
1607,Thunderbirds,57000000,28283637,0.0,-28716363,T
1608,Timeline,80000000,43935763,1.0,-36064237,T
1609,To Rome with Love,17000000,73244881,0.0,56244881,T
1610,Tomorrowland,190000000,209154322,0.0,19154322,T
1611,Tooth Fairy,48000000,112462508,0.0,64462508,T
1612,Torque,40000000,46546197,0.0,6546197,T
1613,Tower Heist,75000000,152930623,0.0,77930623,T
1614,Toy Story 3,200000000,1066969703,0.0,866969703,T
1615,Trainwreck,35000000,140795793,0.0,105795793,T
1616,Traitor,22000000,23530831,0.0,1530831,T
1617,Transamerica,1000000,13350369,0.0,12350369,T
1618,Transcendence,100000000,103039258,0.0,3039258,T
1619,Transformers,150000000,709709780,0.0,559709780,T
1620,Transformers: Age of Extinction,210000000,1091405097,0.0,881405097,T
1621,Transformers: Dark of the Moon,195000000,1123746996,0.0,928746996,T
1622,Transformers: Revenge of the Fallen,150000000,836297228,0.0,686297228,T
1623,Transformers: The Last Knight,260000000,604942143,0.0,344942143,T
1624,Transporter 2,32000000,85167639,0.0,53167639,T
1625,Transporter 3,30000000,108979549,0.0,78979549,T
1626,Trapped,30000000,6916869,1.0,-23083131,T
1627,Treasure Planet,140000000,109578115,1.0,-30421885,T
1628,Triple 9,20000000,12639297,0.0,-7360703,T
1629,Trolls,125000000,346864462,0.0,221864462,T
1630,Tropic Thunder,92000000,188072649,0.0,96072649,T
1631,Troy,175000000,497409852,1.0,322409852,T
1632,True Grit,38000000,252276927,1.0,214276927,T
1633,Truth,9600000,2541554,0.0,-7058446,T
1634,Tuck Everlasting,15000000,19158074,1.0,4158074,T
1635,Tupac: Resurrection,300000,7808524,0.0,7508524,T
1636,Turbo,135000000,282570682,0.0,147570682,T
1637,Tusk,2800000,1826705,0.0,-973295,T
1638,Twilight,37000000,392616625,1.0,355616625,T
1639,Twisted,50000000,25195000,0.0,-24805000,T
1640,Two Weeks Notice,60000000,93354918,0.0,33354918,T
1641,Two for the Money,35000000,30526509,0.0,-4473491,T
1642,U2 3D,15000000,22730842,0.0,7730842,U
1643,Ultraviolet,30000000,31070211,0.0,1070211,U
1644,Unbroken,65000000,163442937,1.0,98442937,U
1645,Under the Tuscan Sun,18000000,58878723,1.0,40878723,U
1646,Undercover Brother,25000000,41604473,0.0,16604473,U
1647,Underworld,22000000,95708457,0.0,73708457,U
1648,Underworld: Blood Wars,35000000,81093313,0.0,46093313,U
1649,Underworld: Evolution,50000000,111340801,0.0,61340801,U
1650,Underworld: Rise of the Lycans,35000000,91353501,0.0,56353501,U
1651,Undiscovered,9000000,1046166,0.0,-7953834,U
1652,Undisputed,20000000,12398628,0.0,-7601372,U
1653,Unfaithful,50000000,119137784,0.0,69137784,U
1654,Unfinished Business,35000000,14431253,0.0,-20568747,U
1655,Unfriended,1000000,62882090,0.0,61882090,U
1656,United 93,15000000,76286096,0.0,61286096,U
1657,Unknown,30000000,130786397,1.0,100786397,U
1658,Unknown,3700000,3338228,1.0,-361772,U
1659,Unleashed,45000000,50871113,0.0,5871113,U
1660,Unstoppable,100000000,167805466,0.0,67805466,U
1661,Untraceable,35000000,32483410,0.0,-2516590,U
1662,Up,175000000,735099082,0.0,560099082,U
1663,Up in the Air,25000000,163670000,1.0,138670000,U
1664,Uptown Girls,20000000,37095657,0.0,17095657,U
1665,V for Vendetta,54000000,132511035,0.0,78511035,V
1666,Vacancy,19000000,35300645,0.0,16300645,V
1667,Vacation,31000000,104384188,0.0,73384188,V
1668,Valentine's Day,52000000,216485654,0.0,164485654,V
1669,Valerian and the City of a Thousand Planets,197471676,90024292,0.0,-107447384,V
1670,Valiant,35000000,19478106,0.0,-15521894,V
1671,Valkyrie,75000000,200276000,0.0,125276000,V
1672,Vampires Suck,20000000,80547866,0.0,60547866,V
1673,Van Helsing,160000000,300257475,1.0,140257475,V
1674,Vanity Fair,23000000,16123851,1.0,-6876149,V
1675,Vantage Point,40000000,151161491,0.0,111161491,V
1676,Vicky Cristina Barcelona,15000000,96408652,0.0,81408652,V
1677,Victor Frankenstein,40000000,34227298,1.0,-5772702,V
1678,Volver,12899867,85582407,0.0,72682540,V
1679,W.,25100000,29506464,0.0,4406464,W
1680,Waiting...,3000000,18637690,0.0,15637690,W
1681,Waitress,2000000,22179430,0.0,20179430,W
1682,Walk Hard: The Dewey Cox Story,35000000,18317151,0.0,-16682849,W
1683,Walk the Line,28000000,186438883,0.0,158438883,W
1684,Walking Tall,56000000,57223890,0.0,1223890,W
1685,Wall Street: Money Never Sleeps,70000000,134748021,0.0,64748021,W
1686,Wanderlust,35000000,24159934,0.0,-10840066,W
1687,Wanted,75000000,258270008,0.0,183270008,W
1688,War Dogs,40000000,86234523,0.0,46234523,W
1689,War Horse,66000000,177584879,1.0,111584879,W
1690,War Room,3000000,67790117,0.0,64790117,W
1691,War for the Planet of the Apes,152000000,369907963,0.0,217907963,W
1692,War of the Worlds,132000000,591739379,1.0,459739379,W
1693,Warcraft,160000000,433677183,1.0,273677183,W
1694,Warm Bodies,35000000,116980662,1.0,81980662,W
1695,Warrior,25000000,23057115,0.0,-1942885,W
1696,Watchmen,130000000,185258983,1.0,55258983,W
1697,Water for Elephants,38000000,114156230,1.0,76156230,W
1698,We Are Marshall,65000000,43545364,0.0,-21454636,W
1699,We Are Your Friends,6000000,11122090,0.0,5122090,W
1700,We Bought a Zoo,50000000,120081841,0.0,70081841,W
1701,We Own the Night,21000000,54926886,0.0,33926886,W
1702,We Were Soldiers,75000000,114660784,1.0,39660784,W
1703,We're the Millers,37000000,269994119,0.0,232994119,W
1704,Wedding Crashers,40000000,285176741,0.0,245176741,W
1705,Welcome Home Roscoe Jenkins,35000000,43650785,0.0,8650785,W
1706,Welcome to Mooseport,30000000,14000000,0.0,-16000000,W
1707,What Happens in Vegas,35000000,170000000,0.0,135000000,W
1708,What to Expect When You're Expecting,40000000,79700000,0.0,39700000,W
1709,What's Your Number?,20000000,30426096,1.0,10426096,W
1710,When a Stranger Calls,15000000,66966987,0.0,51966987,W
1711,When the Bough Breaks,10000000,30658387,0.0,20658387,W
1712,When the Game Stands Tall,15000000,30127963,0.0,15127963,W
1713,Where the Wild Things Are,100000000,100086793,0.0,86793,W
1714,While We're Young,10000000,7587485,0.0,-2412515,W
1715,Whip It,15000000,16633035,1.0,1633035,W
1716,Whiskey Tango Foxtrot,35000000,23083334,0.0,-11916666,W
1717,White Chicks,37000000,113086475,0.0,76086475,W
1718,White House Down,150000000,205366737,0.0,55366737,W
1719,White Noise,10000000,91196419,0.0,81196419,W
1720,Whiteout,40000000,12206028,0.0,-27793972,W
1721,Why Him?,38000000,118034273,0.0,80034273,W
1722,Wicker Park,30000000,13001257,0.0,-16998743,W
1723,Wimbledon,31000000,41512007,0.0,10512007,W
1724,Win a Date with Tad Hamilton!,17000000,16980098,0.0,-19902,W
1725,Wind River,11000000,184770205,0.0,173770205,W
1726,Windtalkers,115000000,77628265,0.0,-37371735,W
1727,Winnie the Pooh,30000000,14460000,0.0,-15540000,W
1728,Winter's Tale,60000000,30800231,1.0,-29199769,W
1729,Wish I Was Here,5500000,5483299,0.0,-16701,W
1730,Without a Paddle,19000000,69631118,0.0,50631118,W
1731,Wolf Creek,1000000,27762648,0.0,26762648,W
1732,Woman in Gold,11000000,61619773,0.0,50619773,W
1733,Wonder Woman,149000000,820580447,0.0,671580447,W
1734,Woodlawn,12000000,14394097,0.0,2394097,W
1735,World Trade Center,63000000,162945894,0.0,99945894,W
1736,World War Z,200000000,531865000,1.0,331865000,W
1737,Wrath of the Titans,150000000,301000000,0.0,151000000,W
1738,Wreck-It Ralph,165000000,471222889,0.0,306222889,W
1739,Wrong Turn,12600000,28650575,0.0,16050575,W
1740,X-Men Origins: Wolverine,150000000,373062864,0.0,223062864,X
1741,X-Men: Apocalypse,178000000,543934787,0.0,365934787,X
1742,X-Men: Days of Future Past,250000000,747862775,0.0,497862775,X
1743,X-Men: First Class,160000000,353624124,0.0,193624124,X
1744,X-Men: The Last Stand,210000000,459359555,0.0,249359555,X
1745,Year One,60000000,62357900,0.0,2357900,Y
1746,Yes Man,70000000,225990978,0.0,155990978,Y
1747,Yogi Bear,80000000,201584141,0.0,121584141,Y
1748,You Again,20000000,32005248,0.0,12005248,Y
1749,You Don't Mess with the Zohan,90000000,201596308,0.0,111596308,Y
1750,"You, Me and Dupree",54000000,130431368,0.0,76431368,Y
1751,Young Adult,12000000,22939027,0.0,10939027,Y
1752,Your Highness,49900000,26121638,0.0,-23778362,Y
1753,Yu-Gi-Oh! The Movie,20000000,29170410,0.0,9170410,Y
1754,Zack and Miri Make a Porno,24000000,42105111,0.0,18105111,Z
1755,Zero Dark Thirty,40000000,132820716,0.0,92820716,Z
1756,Zodiac,65000000,84785914,0.0,19785914,Z
1757,Zombieland,23600000,102391382,0.0,78791382,Z
1758,Zookeeper,80000000,169852759,0.0,89852759,Z
1759,Zoolander 2,50000000,55969000,0.0,5969000,Z
1760,Zoom,35000000,12506188,1.0,-22493812,Z
1761,Zootopia,150000000,1023784195,0.0,873784195,Z
